dysfunctional,functional
"You never learn, do you? You always blame everyone else for your problems.",It seems like you're not taking responsibility for your actions. You tend to point fingers at others instead of looking at your own role in the situation.
"You always make things about you, even when they're not. It's like everything revolves around your ego.","It seems like you tend to focus on yourself a lot, even in situations where it's not necessary. It feels like everything always comes back to your ego."
"You were the one who cheated on me, yet you still have the nerve to talk about trust?",I feel hurt and betrayed by what happened between us. It's hard for me to trust you again after you cheated. Can we work on rebuilding trust together?
You always make everything my fault. Why do you never take any responsibility for your actions?,It seems like we often end up blaming each other. Can we try to take ownership of our actions and work together to find solutions instead?
"You were so selfish in our relationship, always putting yourself first. How could you even think about being with me?",I felt like you didn't consider my feelings enough when we were together. It seemed like you prioritized yourself over our relationship. Can we talk about how we can work on this together?
"You're so selfish, always thinking about your own pleasure and never mine.",I feel like we need to find a better balance in our relationship. It's important for both of us to consider each other's needs and feelings. Let's work together to make sure we both feel valued and cared for.
"You're just not into me anymore, aren't you?",Do you still have feelings for me?
Why can't we ever connect physically like we used to? Is it because I'm not good enough for you anymore?,I've noticed that we haven't been as physically connected as we used to be. I'm wondering if there's something I can do to help us feel closer again.
You just don't get it. It's not like you're even trying.,I feel like we're not on the same page. Can we talk about this and try to understand each other better?
"You're just going through the motions, aren't you? You don't even try anymore.",It seems like you're not fully present in our interactions. Can we work together to put more effort into our communication?
"You're such a child, you can't even plan a vacation without screwing it up!",Let's work together to plan our vacation more effectively.
Why do you always have to ruin our leisure time with your stupid ideas?,Can we try to find a better balance between our different interests and ideas when we spend time together?
"You never listen to me, you're just too selfish! You only care about your interests.","I feel like sometimes you don't hear me out, and it seems like you're focused only on yourself and what you want. Let's work on really listening to each other and considering each other's needs."
Why can't you ever be on time? You always make me look bad when we go out together.,"I notice that you often arrive late, which can sometimes make me feel embarrassed when we go out together."
"You're so manipulative! You always have to have your way, no matter what.",I notice that sometimes you tend to steer things in a direction that suits you best. It would be helpful if we could find a way to make decisions together that work for both of us.
"You're such a terrible parent, you should let me take over.",I think we can work together to find a better way to co-parent. Let's discuss how we can share responsibilities and support each other in raising our child.
Our kid is going to end up in prison because of your poor choices.,I'm concerned about the impact of the decisions we're making on our child's future. Let's work together to make better choices for their sake.
You don't know what you're doing with our child. I'll handle it from now on.,I think we have different approaches when it comes to taking care of our child. How about I take the lead on this moving forward?
Our kid will be a failure if you keep making these choices!,"If we continue down this path, it might affect our child's future negatively. Let's work together to make better decisions for our family."
You're ruining our child's life with your incompetence.,I think we should work together to find better ways to support our child.
